page,published_date,price,area,price_per_m2,bedroom,wc,location,home_type,legal_status,furniture
10,30/09/2025,12.2,75.0,162.67,,,"Gia Lâm, Hà Nội","shophouse, nhà phố thương mại",Sổ đỏ/ Sổ hồng,
10,29/09/2025,2.9,46.0,63.0,1.0,1.0,"Long Biên, Hà Nội",căn hộ chung cư,,
10,29/09/2025,17.0,56.0,303.57,,,"Tây Hồ, Hà Nội",nhà mặt phố,,
10,29/09/2025,5.86,93.0,63.02,3.0,,"Đan Phượng, Hà Nội",căn hộ chung cư,,
10,28/09/2025,32.9,170.0,193.53,,,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",,
10,28/09/2025,4.65,75.0,62.0,2.0,,"Hoàng Mai, Hà Nội",căn hộ chung cư,,
10,28/09/2025,5.8,64.0,90.62,2.0,2.0,"Đống Đa, Hà Nội",condotel,,Đầy đủ
10,28/09/2025,17.0,136.0,125.0,4.0,3.0,"Hai Bà Trưng, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
10,28/09/2025,35.0,127.5,274.51,4.0,3.0,"Gia Lâm, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ,Đầy đủ
10,27/09/2025,20.5,98.0,209.18,,,"Gia Lâm, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Không nội thất
10,26/09/2025,20.8,80.0,260.0,,,"Long Biên, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,
11,26/09/2025,,210.0,,,,"Hoài Đức, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,
11,25/09/2025,12.84,1.51,8.5,,,"Quốc Oai, Hà Nội",đất,Sổ đỏ,
11,25/09/2025,8.8,95.0,92.63,3.0,2.0,"Hai Bà Trưng, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
11,24/09/2025,,72.9,,2.0,,"Thanh Xuân, Hà Nội",căn hộ chung cư,Sổ đỏ,
11,24/09/2025,,100.0,,,,"Long Biên, Hà Nội",nhà riêng,,
11,23/09/2025,,320.0,,,,"Tây Hồ, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Cơ bản
11,07/10/2025,18.1,62.3,290.53,,,"Long Biên, Hà Nội",đất,"SĐCC, sẵn sàng giao dịch",
11,07/10/2025,8.5,76.0,111.84,2.0,2.0,"Bắc Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
11,07/10/2025,12.5,131.0,95.42,3.0,2.0,"Thanh Xuân, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
11,07/10/2025,6.0,44.0,136.36,3.0,3.0,"Thanh Trì, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,
11,07/10/2025,5.0,35.0,142.86,4.0,4.0,"Thanh Trì, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Cơ bản
11,07/10/2025,3.0,45.0,66.67,1.0,1.0,"Gia Lâm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Cơ bản
11,07/10/2025,4.85,42.0,115.48,4.0,4.0,"Thanh Trì, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Cơ bản
11,07/10/2025,7.88,87.5,90.0,,,"Đông Anh, Hà Nội",đất,Sổ đỏ chính chủ,
11,07/10/2025,11.2,48.0,233.33,4.0,6.0,"Cầu Giấy, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
11,07/10/2025,9.8,94.0,104.26,3.0,2.0,"Đống Đa, Hà Nội",căn hộ chung cư,,Full nội thất cao cấp khách mua chỉ việc mang vali về ở.
11,07/10/2025,3.0,34.0,88.24,1.0,1.0,"Tây Hồ, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,Đầy đủ
11,07/10/2025,,70.0,,2.0,2.0,"Bắc Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
11,07/10/2025,89.0,160.0,556.25,,,"Tây Hồ, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,
11,07/10/2025,60.0,94.0,638.3,,,"Thanh Xuân, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,
12,07/10/2025,61.0,113.0,539.82,9.0,9.0,"Hai Bà Trưng, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Cơ bản
12,07/10/2025,10.0,80.0,125.0,7.0,4.0,"Hoài Đức, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Cơ bản
12,07/10/2025,11.5,47.0,244.68,7.0,,"Hoàng Mai, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Cơ bản
12,07/10/2025,6.66,36.0,185.0,4.0,4.0,"Hoàng Mai, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Cơ bản
12,07/10/2025,14.5,79.0,183.54,2.0,2.0,"Ba Đình, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
12,07/10/2025,,112.0,,2.0,2.0,"Thanh Xuân, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
12,07/10/2025,,42.0,,,,"Đông Anh, Hà Nội",căn hộ chung cư,,
12,07/10/2025,,240.0,,5.0,5.0,"Nam Từ Liêm, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,
12,07/10/2025,42.0,195.0,215.38,5.0,5.0,"Nam Từ Liêm, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Đầy đủ.
12,07/10/2025,4.55,63.0,72.22,,,"Gia Lâm, Hà Nội",căn hộ chung cư,,
12,07/10/2025,16.0,131.0,122.14,3.0,2.0,"Cầu Giấy, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
12,07/10/2025,6.0,74.83,80.18,2.0,2.0,"Hai Bà Trưng, Hà Nội",căn hộ chung cư,,
12,07/10/2025,3.85,50.0,77.0,2.0,1.0,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,HĐMB,
12,07/10/2025,,218.0,,,,"Hoàng Mai, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
12,07/10/2025,,128.0,,3.0,2.0,"Cầu Giấy, Hà Nội",căn hộ chung cư,,Đầy đủ
12,07/10/2025,2.48,29.0,85.52,,,"Gia Lâm, Hà Nội",căn hộ chung cư,,
12,07/10/2025,,230.0,,,,"Tây Hồ, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,
12,07/10/2025,166.0,400.0,415.0,,,"Cầu Giấy, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,
12,07/10/2025,6.86,70.0,98.0,,,"Đông Anh, Hà Nội",đất,,
12,07/10/2025,18.0,250.0,72.0,,,"Mê Linh, Hà Nội","nhà biệt thự, liền kề",Hợp đồng mua bán,
13,07/10/2025,7.05,92.0,76.63,3.0,2.0,"Gia Lâm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
13,07/10/2025,63.9,273.0,234.07,,,"Nam Từ Liêm, Hà Nội","nhà biệt thự, liền kề",,
13,07/10/2025,,100.0,,,,"Hoài Đức, Hà Nội","nhà biệt thự, liền kề",Hợp đồng mua bán,
13,07/10/2025,,120.0,,,,"Nam Từ Liêm, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,
13,06/10/2025,40.5,150.0,270.0,5.0,5.0,"Nam Từ Liêm, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Đầy đủ
13,06/10/2025,5.1,37.0,137.84,4.0,4.0,"Hoài Đức, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Cơ bản
13,06/10/2025,2.2,100.0,22.0,,,"Sơn Tây, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
13,06/10/2025,,285.0,,,,"Tây Hồ, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,
13,06/10/2025,8.5,35.0,242.86,3.0,4.0,"Tây Hồ, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
13,06/10/2025,2.09,55.0,38.0,2.0,1.0,"Thạch Thất, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,
13,06/10/2025,1.55,99.3,15.61,,,"Mỹ Đức, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
13,06/10/2025,11.7,90.0,130.0,3.0,2.0,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Full đồ.
13,06/10/2025,3.75,51.42,72.93,,,"Tây Hồ, Hà Nội",căn hộ chung cư,,
13,06/10/2025,,198.0,,,,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,
13,06/10/2025,38.0,180.0,211.11,,,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,
13,06/10/2025,41.0,200.0,205.0,,,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,
13,06/10/2025,2.68,100.0,26.8,,,"Thạch Thất, Hà Nội",đất,Sổ đỏ,
13,06/10/2025,10.7,123.0,86.99,3.0,2.0,"Đống Đa, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
13,06/10/2025,20.1,67.0,300.0,5.0,,"Cầu Giấy, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Cơ bản
13,06/10/2025,12.3,52.5,234.29,6.0,7.0,"Bắc Từ Liêm, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
14,06/10/2025,7.8,31.0,251.61,3.0,4.0,"Bắc Từ Liêm, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
14,06/10/2025,5.26,69.0,76.23,1.0,,"Tây Hồ, Hà Nội",căn hộ chung cư,,
14,06/10/2025,7.2,40.4,178.22,,,"Hà Đông, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
14,06/10/2025,,101.2,,3.0,,"Bắc Từ Liêm, Hà Nội",căn hộ chung cư,,Full nội thất cao cấp.
14,06/10/2025,4.3,78.0,55.13,2.0,2.0,"Thạch Thất, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
14,06/10/2025,10.2,93.0,109.68,3.0,2.0,"Cầu Giấy, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,
14,06/10/2025,2.0,62.5,32.0,2.0,2.0,"Thạch Thất, Hà Nội",căn hộ chung cư,,
14,06/10/2025,19.99,62.5,319.84,6.0,3.0,"Đông Anh, Hà Nội","nhà biệt thự, liền kề",Hợp đồng mua bán,Cơ bản
14,06/10/2025,,60.0,,,,"Quốc Oai, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
14,06/10/2025,2.0,100.0,20.0,,,"Quốc Oai, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
14,06/10/2025,79.5,101.0,787.13,3.0,,"Đống Đa, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Đầy đủ
14,06/10/2025,,103.0,,3.0,2.0,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Nguyên bản.
14,06/10/2025,18.5,138.0,134.06,,,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,,
14,06/10/2025,27.0,120.0,225.0,6.0,6.0,"Hoàng Mai, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Cơ bản
14,06/10/2025,23.76,90.0,263.98,,,"Đông Anh, Hà Nội","shophouse, nhà phố thương mại",Hợp đồng mua bán,
14,06/10/2025,,80.0,,2.0,,"Bắc Từ Liêm, Hà Nội",căn hộ chung cư,,Đầy đủ
14,06/10/2025,4.65,20.0,232.5,3.0,3.0,"Đống Đa, Hà Nội",nhà riêng,Sổ đỏ,Đầy đủ tiện nghi.
14,06/10/2025,48.64,320.0,152.0,,,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",,
14,06/10/2025,6.2,70.0,88.57,2.0,2.0,"Đống Đa, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
14,06/10/2025,,40.0,,,,"Hoài Đức, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
15,06/10/2025,3.68,55.2,66.67,2.0,2.0,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
15,06/10/2025,5.1,63.0,80.95,2.0,2.0,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,Cơ bản
15,06/10/2025,36.6,120.0,305.0,,,"Thanh Xuân, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,
15,06/10/2025,7.2,65.0,110.77,2.0,2.0,"Gia Lâm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
15,06/10/2025,15.5,130.0,119.23,3.0,2.0,"Bắc Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Cơ bản
15,06/10/2025,9.0,134.0,67.16,3.0,2.0,"Tây Hồ, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đã sửa lại toàn bộ nội thất.
15,06/10/2025,9.75,103.0,94.66,3.0,2.0,"Hà Đông, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,
15,06/10/2025,8.9,100.0,89.0,3.0,2.0,"Ba Đình, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,
15,06/10/2025,20.0,161.0,124.22,4.0,3.0,"Thanh Xuân, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
15,06/10/2025,16.1,350.0,46.0,10.0,,"Mê Linh, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng.,
15,06/10/2025,5.8,85.0,68.24,2.0,2.0,"Long Biên, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ.
15,06/10/2025,15.57,346.0,45.0,,,"Mê Linh, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,
15,06/10/2025,,288.0,,4.0,3.0,"Thạch Thất, Hà Nội","nhà biệt thự, liền kề",Hợp đồng mua bán,Không nội thất
15,06/10/2025,44.1,126.0,350.0,,,"Tây Hồ, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,
15,06/10/2025,4.14,54.0,76.7,2.0,2.0,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,,
15,06/10/2025,26.0,128.0,203.12,,,"Gia Lâm, Hà Nội","nhà biệt thự, liền kề",,
15,06/10/2025,,105.0,,3.0,2.0,"Hai Bà Trưng, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,
15,06/10/2025,2.75,100.0,27.5,,,"Thạch Thất, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
15,06/10/2025,6.7,83.0,80.72,3.0,2.0,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,Cơ bản
15,06/10/2025,7.5,116.0,64.66,3.0,2.0,"Hà Đông, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
16,06/10/2025,8.08,85.0,95.0,3.0,2.0,"Bắc Từ Liêm, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,Đầy đủ
16,06/10/2025,15.0,80.0,187.5,,,"Hoài Đức, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,
16,06/10/2025,3.65,45.0,81.11,1.0,1.0,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,"Full đồ liền tường Điều hòa âm trần, Tủ bếp trên dưới, thiết bị vs cao cấp..."
16,06/10/2025,2.2,77.5,28.39,,,"Thạch Thất, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
16,06/10/2025,,86.0,,2.0,,"Đống Đa, Hà Nội",căn hộ chung cư,Sổ đỏ,Full
16,06/10/2025,109.0,272.0,400.74,,,"Bắc Từ Liêm, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,
16,06/10/2025,,110.0,,3.0,2.0,"Hai Bà Trưng, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
16,06/10/2025,12.0,108.0,111.11,3.0,2.0,"Hà Đông, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Full nội thất.
16,06/10/2025,,109.2,,,,"Hoài Đức, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
16,06/10/2025,58.0,103.0,563.11,9.0,9.0,"Thanh Xuân, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,Cơ bản
16,06/10/2025,13.5,75.0,180.0,,,"Thường Tín, Hà Nội","nhà biệt thự, liền kề",,
16,06/10/2025,10.9,50.0,218.0,1.0,1.0,"Gia Lâm, Hà Nội","shophouse, nhà phố thương mại",Sổ đỏ/ Sổ hồng,Không nội thất
16,06/10/2025,,100.0,,,,"Quốc Oai, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
16,06/10/2025,19.5,144.0,135.42,7.0,6.0,"Hoài Đức, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Cơ bản
16,06/10/2025,,60.0,,,,"Hai Bà Trưng, Hà Nội","shophouse, nhà phố thương mại",,
16,06/10/2025,,131.0,,,,"Thanh Xuân, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,
16,06/10/2025,,137.0,,4.0,2.0,"Đống Đa, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,
16,06/10/2025,38.5,145.0,265.52,23.0,23.0,"Long Biên, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
16,06/10/2025,350.0,7.8,44.87,,,"Long Biên, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
16,06/10/2025,11.0,65.0,169.23,,,"Nam Từ Liêm, Hà Nội","shophouse, nhà phố thương mại",Sổ đỏ/ Sổ hồng,
17,06/10/2025,19.2,87.0,220.69,5.0,4.0,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",Hợp đồng mua bán,Nhà Xây thô
17,05/10/2025,187.12,375.0,499.0,,,"Tây Hồ, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,
17,05/10/2025,,256.0,,,,"Tây Hồ, Hà Nội",đất nền dự án,Sổ đỏ/ Sổ hồng,
17,05/10/2025,5.2,63.0,82.54,2.0,2.0,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,,Bàn giao nội thất cao cấp.
17,05/10/2025,,78.0,,,,"Thạch Thất, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,Đầy đủ
17,05/10/2025,7.0,200.0,35.0,,,"Quốc Oai, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
17,05/10/2025,39.0,72.0,541.67,,,"Đống Đa, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,
17,05/10/2025,8.0,70.0,114.29,2.0,2.0,"Cầu Giấy, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
17,05/10/2025,4.8,42.0,114.29,4.0,2.0,"Gia Lâm, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
17,05/10/2025,,70.0,,2.0,2.0,"Hà Đông, Hà Nội",căn hộ chung cư,Sổ đầy đủ,Đầy đủ
17,05/10/2025,5.5,66.8,82.34,2.0,2.0,"Bắc Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
17,05/10/2025,5.2,70.0,74.29,2.0,2.0,"Bắc Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
17,05/10/2025,6.3,79.0,79.75,2.0,2.0,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
17,05/10/2025,6.6,86.0,76.74,2.0,2.0,"Bắc Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ.
17,05/10/2025,7.0,90.0,77.78,3.0,2.0,"Bắc Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
17,05/10/2025,89.5,324.0,276.24,,,"Long Biên, Hà Nội","nhà biệt thự, liền kề",,
17,05/10/2025,77.8,241.0,322.82,,,"Long Biên, Hà Nội","nhà biệt thự, liền kề",,
17,05/10/2025,2.0,100.0,20.0,,,"Quốc Oai, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
17,05/10/2025,,75.0,,4.0,3.0,"Nam Từ Liêm, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Không nội thất
17,05/10/2025,25.0,20.0,,3.0,2.0,"Hoàn Kiếm, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,
18,05/10/2025,8.0,100.0,80.0,,,"Long Biên, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
18,05/10/2025,14.9,109.8,135.7,3.0,2.0,"Cầu Giấy, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
18,05/10/2025,4.6,41.8,110.05,,,"Nam Từ Liêm, Hà Nội",căn hộ chung cư,,
18,05/10/2025,6.6,101.38,65.1,3.0,,"Hoàng Mai, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,
18,05/10/2025,14.0,123.0,113.82,,,"Tây Hồ, Hà Nội",căn hộ chung cư,,
18,05/10/2025,7.0,98.0,71.43,3.0,,"Bắc Từ Liêm, Hà Nội",căn hộ chung cư,,
18,05/10/2025,20.0,115.0,173.91,3.0,,"Ba Đình, Hà Nội",căn hộ chung cư,,
18,05/10/2025,2.43,1.35,1.8,,,"Quốc Oai, Hà Nội","trang trại, khu nghỉ dưỡng",Sổ đỏ/ Sổ hồng,
18,05/10/2025,9.9,70.0,141.43,6.0,4.0,"Đông Anh, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,
18,05/10/2025,3.68,115.0,32.0,,,"Sơn Tây, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
18,05/10/2025,4.2,65.0,64.61,2.0,2.0,"Hà Đông, Hà Nội",căn hộ chung cư,,
18,05/10/2025,5.18,74.0,70.0,2.0,2.0,"Hoàng Mai, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,Cơ bản
18,05/10/2025,350.0,280.0,,45.0,48.0,"Ba Đình, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
18,05/10/2025,6.3,60.0,105.0,2.0,1.0,"Hà Đông, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Nội thất cơ bản
18,05/10/2025,31.5,120.0,262.5,4.0,5.0,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng.,Full
18,05/10/2025,5.75,40.0,143.75,2.0,2.0,"Nam Từ Liêm, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Cơ bản
18,04/10/2025,5.9,65.0,90.77,2.0,2.0,"Hoàng Mai, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng.,Đầy đủ
18,04/10/2025,8.67,55.8,155.3,2.0,1.0,"Tây Hồ, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
18,04/10/2025,19.0,55.0,345.46,,,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,
18,04/10/2025,16.0,95.6,167.36,2.0,2.0,"Tây Hồ, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,"Nội thất: Hoàn thiện cao cấp, đầy đủ tiện nghi."
19,04/10/2025,,117.0,,3.0,2.0,"Cầu Giấy, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,
19,04/10/2025,9.5,100.0,95.0,,,"Thanh Xuân, Hà Nội",căn hộ chung cư,,Full đồ.
19,04/10/2025,12.0,105.0,114.29,3.0,2.0,"Thanh Xuân, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
19,04/10/2025,13.8,56.0,246.43,14.0,14.0,"Bắc Từ Liêm, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
19,04/10/2025,,102.0,,3.0,2.0,"Bắc Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Full đồ.
19,04/10/2025,11.5,105.0,109.52,3.0,2.0,"Hai Bà Trưng, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
19,04/10/2025,7.0,100.0,70.0,,,"Mê Linh, Hà Nội",đất,Sổ đỏ.,
19,04/10/2025,2.88,100.0,28.8,,,"Sơn Tây, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
19,04/10/2025,35.0,120.0,291.67,4.0,4.0,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,Đầy đủ
19,04/10/2025,6.6,83.0,79.52,2.0,2.0,"Bắc Từ Liêm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng.,Đầy đủ.
19,04/10/2025,12.21,686.0,17.8,,,"Quốc Oai, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
19,04/10/2025,,125.0,,2.0,2.0,"Cầu Giấy, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Không nội thất
19,04/10/2025,159.0,198.0,803.03,,,"Cầu Giấy, Hà Nội",nhà mặt phố,Sổ đỏ/ Sổ hồng,
19,04/10/2025,6.0,89.55,66.98,3.0,3.0,"Hoàng Mai, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Cơ bản
19,04/10/2025,26.0,75.0,346.67,,,"Đông Anh, Hà Nội","nhà biệt thự, liền kề",Đang chờ sổ,Không nội thất
19,04/10/2025,67.0,551.0,121.6,,,"Bắc Từ Liêm, Hà Nội","shophouse, nhà phố thương mại",Sổ đỏ/ Sổ hồng,
19,04/10/2025,22.0,146.0,150.68,4.0,3.0,"Ba Đình, Hà Nội",căn hộ chung cư,,
19,04/10/2025,,106.0,,3.0,2.0,"Ba Đình, Hà Nội",căn hộ chung cư,Hợp đồng mua bán,"Nội thất nhập khẩu cao cấp đến từ các thương hiệu chấu Âu: Điều hoà âm trần, bếp, nhà vệ sinh, thiết bị liền tường đầy đủ tiêu chuẩn cao."
19,04/10/2025,7.8,40.0,195.0,,,"Hoài Đức, Hà Nội",đất,Sổ đỏ/ Sổ hồng,
19,04/10/2025,8.2,45.0,182.22,,,"Hà Đông, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Cơ bản
20,04/10/2025,9.7,33.0,293.94,4.0,4.0,"Hai Bà Trưng, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,
20,04/10/2025,,151.0,,3.0,,"Cầu Giấy, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,
20,04/10/2025,16.5,100.0,165.0,,,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,
20,04/10/2025,,170.0,,,,"Hà Đông, Hà Nội","nhà biệt thự, liền kề",Sổ đỏ/ Sổ hồng,
20,04/10/2025,5.99,41.0,146.1,3.0,4.0,"Long Biên, Hà Nội",nhà riêng,Sổ đỏ/ Sổ hồng,Đầy đủ
20,04/10/2025,3.1,48.0,64.58,1.0,1.0,"Gia Lâm, Hà Nội",căn hộ chung cư,Sổ đỏ/ Sổ hồng,Đầy đủ
